number for sorting purposes,protein name,family,gene ID,synonym,clone,all gene IDs,subgenome
750052,ZmTHX52,Trihelix,Zm00001eb396910,,,Zm00001d047722 AC206223.3_FG007 Zm00001eb396910,
750053,ZmTHX53,Trihelix,Zm00001eb217780,,,Zm00001d013588 Zm00001eb217780,
750054,ZmTHX54,Trihelix,Zm00001eb206430,,,Zm00001eb206430 Zm00001d053718 GRMZM2G000964,
750055,ZmTHX55,Trihelix,Zm00001eb065500,,,Zm00001eb065500 Zm00001d034953,
750056,ZmTHX56,Trihelix,Zm00001eb084860,,,Zm00001eb084860 Zm00001d003889 GRMZM2G436533,1
750057,ZmTHX57,Trihelix,Zm00001eb129200,,,GRMZM2G310465 Zm00001eb129200 Zm00001d040489 Zm00001eb129190,
750058,ZmTHX58,Trihelix,Zm00001eb309810,,,Zm00001eb309810 Zm00001d020077,
750059,ZmTHX59,Trihelix,Zm00001eb092040,,,Zm00001d004851 GRMZM5G898141 Zm00001eb092040,
750060,ZmTHX60,Trihelix,Zm00001eb043580,,,Zm00001d032453 GRMZM6G332242 Zm00001eb043580,
750061,ZmTHX61,Trihelix,Zm00001eb013580,,,AC196161.3_FG002 Zm00001d028767 Zm00001eb013580,
750062,ZmTHX62,Trihelix,Zm00001eb142600,,,GRMZM2G031493 Zm00001d042271 Zm00001eb142600,1
750063,ZmTHX63,Trihelix,Zm00001eb242030,,,GRMZM2G084684 Zm00001eb242030 Zm00001d016604,1
750064,ZmTHX64,Trihelix,Zm00001eb013590,,,Zm00001d028768 GRMZM2G452695 Zm00001eb013590,
760001,ZmULT1,Ultrapetala,Zm00001eb369850,,pUT6753,Zm00001d012619 GRMZM2G004690 Zm00001eb369850,2
760002,ZmULT2,Ultrapetala,Zm00001eb151460,,pUT1395,Zm00001eb151460 Zm00001d043270 GRMZM2G082745,1
770001,ZmVOZ1,VOZ,Zm00001eb292900,VOZ1,,Zm00001d038704 GRMZM2G111696 Zm00001eb292900,
770002,ZmVOZ2,VOZ,,VOZ2,,GRMZM2G158717,
770004,ZmVOZ4,VOZ,Zm00001eb153520,VOZ4,pUT3226,GRMZM2G156016 Zm00001d043500 Zm00001eb153520,
770005,ZmVOZ5,VOZ,Zm00001eb370850,VOZ5,pUT6096,GRMZM2G449165 Zm00001eb370850 Zm00001d012734,
770006,ZmVOZ6,VOZ,Zm00001eb379720,,,Zm00001d045641 Zm00001eb379720,
770007,ZmVOZ7,VOZ,Zm00001eb263050,,,Zm00001d035408 Zm00001eb263050 GRMZM5G876395 Zm00001eb263040,
780001,ZmWHIRLY1,WHIRLY,Zm00001eb270470,WHY1,pUT3235,GRMZM2G155662 Zm00001eb270470 Zm00001d036148,2
780002,ZmWHIRLY2,WHIRLY,Zm00001eb207760,WHIRLY2,pUT1764 pUT1391,GRMZM2G012262 Zm00001eb207760 Zm00001d053855,2
790001,ZmWRKY1,WRKY,Zm00001eb325760,WRKY1,pUT5953,GRMZM2G398506 Zm00001eb325760 Zm00001d021947,1
790002,ZmWRKY2,WRKY,Zm00001eb237820,WRKY2,pUT1178,GRMZM2G048450 Zm00001d016052 Zm00001eb237820,1
790003,ZmWRKY3,WRKY,Zm00001eb030990,WRKY3,pUT5436,Zm00001eb030990 Zm00001d030969 GRMZM2G130374,1
790004,ZmWRKY4,WRKY,,WRKY4,,GRMZM2G501775,
790005,ZmWRKY5,WRKY,Zm00001eb163840,WRKY5,,Zm00001d044680 AC194362.3_FG003 Zm00001eb163840,
790006,ZmWRKY6,WRKY,Zm00001eb218170,WRKY6,pUT4821,Zm00001eb218170 Zm00001d013630 GRMZM2G161411,2
790007,ZmWRKY7,WRKY,Zm00001eb160610,WRKY7,,GRMZM2G051764 GRMZM2G354384 GRMZM2G052088 Zm00001eb160610 Zm00001eb160620 Zm00001d044315,1
790008,ZmWRKY8,WRKY,Zm00001eb203940,WRKY8,,GRMZM2G038158 Zm00001eb203940 Zm00001d053369,2
790009,ZmWRKY9,WRKY,Zm00001eb195440,WRKY9,pUT6725,GRMZM2G169564 Zm00001eb195440,
790010,ZmWRKY10,WRKY,Zm00001eb064880,WRKY10,pUT5524,GRMZM2G083717 Zm00001eb064880 Zm00001d034888,1
790011,ZmWRKY11,WRKY,Zm00001eb188100,WRKY11,pUT5751,Zm00001d051550 Zm00001eb188100 GRMZM2G138683,
790012,ZmWRKY12,WRKY,Zm00001eb061030,WRKY12,pUT5294,Zm00001eb061030 Zm00001d034475 GRMZM2G164082,1
790013,ZmWRKY13,WRKY,Zm00001eb278090,WRKY13,pUT4125,Zm00001eb278090 GRMZM2G156529 Zm00001d037054,2
790014,ZmWRKY14,WRKY,,WRKY14,,GRMZM2G091331 Zm00001d026252,2
790015,ZmWRKY15,WRKY,Zm00001eb408520,WRKY15,pUT5346,Zm00001d023615 GRMZM2G004060 Zm00001eb408520 Zm00001d023616,
790016,ZmWRKY16,WRKY,Zm00001eb195420,WRKY16,pUT3173,Zm00001eb195420 Zm00001d052357 GRMZM2G063216,
790017,ZmWRKY17,WRKY,Zm00001eb330710,WRKY17,,Zm00001d022437 GRMZM2G381378 Zm00001eb330710,1
790018,ZmWRKY18,WRKY,Zm00001eb332300,WRKY18,,GRMZM2G092666 Zm00001d008190 Zm00001d008191 GRMZM2G092694 Zm00001eb332300,
790019,ZmWRKY19,WRKY,Zm00001eb149600,WRKY19,,GRMZM2G382350 Zm00001eb149600 Zm00001d043066,
790020,ZmWRKY20,WRKY,Zm00001eb344810,WRKY20,,GRMZM2G414315 Zm00001eb344810 Zm00001d009698,
790021,ZmWRKY21,WRKY,Zm00001eb285050,WRKY21,pUT4553,Zm00001d037854 Zm00001eb285050 GRMZM2G127064,
790022,ZmWRKY22,WRKY,Zm00001eb371340,WRKY22,pUT6521,Zm00001d012789 Zm00001d012788 Zm00001eb371340 Zm00001eb371350 GRMZM2G111344 GRMZM2G111354,2
790023,ZmWRKY23,WRKY,Zm00001eb093930,WRKY23,pUT4209,Zm00001d005056 GRMZM2G400559 Zm00001eb093930,
790024,ZmWRKY24,WRKY,Zm00001eb093940,WRKY24,pUT4817,GRMZM2G099593 Zm00001eb093940 Zm00001d005057,
790025,ZmWRKY25,WRKY,Zm00001eb042020,WRKY25,pUT3452,Zm00001d032265 Zm00001eb042020 GRMZM2G324999,
790026,ZmWRKY26,WRKY,Zm00001eb337290,WRKY26,,GRMZM2G083350 Zm00001d008794 Zm00001eb337290 Zm00001eb337280,
790027,ZmWRKY27,WRKY,Zm00001eb121600,WRKY27,pUT4434,Zm00001d039531 Zm00001eb121600 GRMZM2G475984,
790028,ZmWRKY28,WRKY,Zm00001eb358740,WRKY28,pUT3168,Zm00001eb358740 Zm00001d011413 GRMZM2G145554,
790029,ZmWRKY29,WRKY,Zm00001eb154170,WRKY29,pUT5434,GRMZM2G040298 Zm00001d043569 Zm00001eb154170,
790030,ZmWRKY30,WRKY,Zm00001eb057820,WRKY30,pUT6491,Zm00001d034073 Zm00001eb057820 GRMZM2G143204,
790031,ZmWRKY31,WRKY,Zm00001eb057960,WRKY31,,GRMZM2G008029 Zm00001eb057960 Zm00001d034084,
790032,ZmWRKY32,WRKY,Zm00001eb015320,WRKY32,,GRMZM2G030272 Zm00001eb015320 Zm00001d028962,1
790033,ZmWRKY33,WRKY,Zm00001eb413920,WRKY33,pUT4605,Zm00001d024323 GRMZM2G020254 Zm00001eb413920,
790034,ZmWRKY34,WRKY,Zm00001eb346880,WRKY34,pUT1758,GRMZM2G057116 Zm00001d009939 Zm00001eb346880,
790035,ZmWRKY35,WRKY,Zm00001eb368870,WRKY35,,GRMZM2G029292 Zm00001d012508 Zm00001d012509 Zm00001eb368870 Zm00001eb368890,
790036,ZmWRKY36,WRKY,Zm00001eb169470,WRKY36,pUT4432 pUT4818,Zm00001eb169470 Zm00001eb169460 GRMZM2G054125 Zm00001d049173,1
790037,ZmWRKY37,WRKY,Zm00001eb310260,WRKY37,pUT5765,Zm00001d020136 Zm00001eb310260 GRMZM2G139815,
790038,ZmWRKY38,WRKY,Zm00001eb098330,WRKY38,pUT4430 pUT4819,Zm00001d005622 GRMZM2G163418 Zm00001eb098330,
790039,ZmWRKY39,WRKY,Zm00001eb377160,WRKY39,,Zm00001eb377160 AC193630.3_FG004 Zm00001d045374 AC193630.3_FG003 Zm00001d045375,1
790040,ZmWRKY40,WRKY,Zm00001eb149570,WRKY40,pUT3209,GRMZM2G158328 Zm00001d043062 Zm00001eb149570,
790041,ZmWRKY41,WRKY,Zm00001eb149580,WRKY41,,Zm00001d043063 GRMZM2G065290 Zm00001eb149580,
790042,ZmWRKY42,WRKY,Zm00001eb359740,WRKY42,pUT4260,Zm00001d011527 Zm00001eb359740 GRMZM5G812272,
790043,ZmWRKY43,WRKY,Zm00001eb149300,WRKY43,pUT6292,Zm00001eb149300 GRMZM2G148087 Zm00001d043025,
790044,ZmWRKY44,WRKY,,WRKY44,,GRMZM2G432583 Zm00001d010617,
790045,ZmWRKY45,WRKY,,WRKY45,,GRMZM2G151444 Zm00001d039584,1
790046,ZmWRKY46,WRKY,Zm00001eb251530,WRKY46,pUT4429,Zm00001eb251530 GRMZM5G823157 Zm00001d017712,
790047,ZmWRKY47,WRKY,Zm00001eb358680,WRKY47,pUT4978,Zm00001eb358680 GRMZM2G149683 Zm00001d011403,
790048,ZmWRKY48,WRKY,Zm00001eb234120,WRKY48,,Zm00001d015515 Zm00001eb234120 GRMZM2G120320,1
790049,ZmWRKY49,WRKY,Zm00001eb335440,WRKY49,,Zm00001d008578 GRMZM2G006497 Zm00001eb335440,
790050,ZmWRKY50,WRKY,Zm00001eb071590,WRKY50,pUT1816,GRMZM2G071907 Zm00001eb071590 Zm00001d002405,
790051,ZmWRKY51,WRKY,Zm00001eb296130,WRKY51,pUT5295,Zm00001eb296130 GRMZM2G366795 Zm00001d039044,
790052,ZmWRKY52,WRKY,Zm00001eb316310,WRKY52,pUT6652,Zm00001d020881 Zm00001eb316310 GRMZM2G151407,1
790053,ZmWRKY53,WRKY,Zm00001eb312870,WRKY53,pUT3166,Zm00001eb312870 Zm00001d020492 GRMZM2G125653,1
790054,ZmWRKY54,WRKY,,WRKY54,,GRMZM2G178671,1
790055,ZmWRKY55,WRKY,Zm00001eb099460,WRKY55,,GRMZM2G057011 Zm00001d005749 Zm00001eb099460,2
790056,ZmWRKY56,WRKY,Zm00001eb121610,WRKY56,pUT4149,Zm00001eb121610 Zm00001eb121620 GRMZM2G176489 Zm00001d039532,1
790057,ZmWRKY57,WRKY,Zm00001eb290350,WRKY57,pUT5443,GRMZM2G169966 Zm00001eb290350 Zm00001d038451,
790058,ZmWRKY58,WRKY,Zm00001eb138040,WRKY58,pUT5780,Zm00001eb138040 GRMZM2G076657 Zm00001d041740,2
790059,ZmWRKY59,WRKY,Zm00001eb424710,WRKY59,pUT5677,Zm00001eb424710 Zm00001d025669 GRMZM2G031963,2
790060,ZmWRKY60,WRKY,Zm00001eb025220,WRKY60,pUT4197,Zm00001eb025220 Zm00001d030139 GRMZM2G383594,1
790061,ZmWRKY61,WRKY,Zm00001eb393300,WRKY61,,GRMZM2G171428 Zm00001d047309 Zm00001eb393300,2
790062,ZmWRKY62,WRKY,Zm00001eb264780,WRKY62,pUT6837,GRMZM2G143765 Zm00001eb264780 Zm00001d035323,
790063,ZmWRKY63,WRKY,Zm00001eb406000,WRKY63,pUT3170,Zm00001d023332 GRMZM2G005207 Zm00001eb406000,
790064,ZmWRKY64,WRKY,Zm00001eb159340,WRKY64,pUT3483,Zm00001d044162 AC198725.4_FG009 Zm00001eb159340,
790065,ZmWRKY65,WRKY,Zm00001eb395560,WRKY65,,GRMZM2G060918 GRMZM2G060842 Zm00001d047574 Zm00001eb395560,2
790066,ZmWRKY66,WRKY,,WRKY66,,GRMZM2G045560,2
790067,ZmWRKY67,WRKY,,WRKY67,,GRMZM2G090594 Zm00001d024376,1
790068,ZmWRKY68,WRKY,Zm00001eb356430,WRKY68,,Zm00001d011133 GRMZM2G137802 Zm00001eb356430,
790069,ZmWRKY69,WRKY,Zm00001eb343960,WRKY69,,Zm00001d009595 Zm00001eb343960 GRMZM2G448605,
790070,ZmWRKY70,WRKY,Zm00001eb072020,WRKY70,pUT4428,Zm00001d002452 GRMZM2G024898 Zm00001eb072020,
790071,ZmWRKY71,WRKY,Zm00001eb101700,WRKY71,pUT5359,GRMZM2G052671 Zm00001d006001 Zm00001eb101700,2
790072,ZmWRKY72,WRKY,Zm00001eb079950,WRKY72,pUT6442,GRMZM5G816457 Zm00001eb079950 Zm00001d003331,
790073,ZmWRKY73,WRKY,Zm00001eb154960,WRKY73,pUT4433,Zm00001d043663 Zm00001eb154960 GRMZM2G101405,1
790074,ZmWRKY74,WRKY,Zm00001eb158000,WRKY74,pUT6724,Zm00001d044010 Zm00001eb158000 GRMZM2G408462,1
790075,ZmWRKY75,WRKY,Zm00001eb020390,WRKY75,,Zm00001eb020390 GRMZM2G425430 Zm00001eb020400 Zm00001d029564,1
790076,ZmWRKY76,WRKY,Zm00001eb195430,WRKY76,,GRMZM2G451035 Zm00001d052358 Zm00001eb195430,
790077,ZmWRKY77,WRKY,,WRKY77,,GRMZM2G461648,
790078,ZmWRKY78,WRKY,Zm00001eb240750,WRKY78,pUT4977,GRMZM2G073272 Zm00001eb240750 Zm00001d016457,
790079,ZmWRKY79,WRKY,Zm00001eb310270,WRKY79,,Zm00001d020137 Zm00001eb310270 GRMZM2G025895,
790080,ZmWRKY80,WRKY,Zm00001eb337270,WRKY80,pUT5446,Zm00001eb337270 Zm00001d008793 GRMZM2G516301,
790081,ZmWRKY81,WRKY,Zm00001eb149550,WRKY81,pUT6779,Zm00001eb149550 GRMZM2G059562 Zm00001d043060,
790082,ZmWRKY82,WRKY,Zm00001eb294180,WRKY82,pUT6645,Zm00001eb294180 GRMZM5G863420 Zm00001d038843,
790083,ZmWRKY83,WRKY,Zm00001eb286490,WRKY83,,Zm00001d038023 Zm00001eb286490 GRMZM2G012724,
790084,ZmWRKY84,WRKY,Zm00001eb357350,WRKY84,pUT5223,Zm00001eb357350 GRMZM2G304573 Zm00001d011237,2
790085,ZmWRKY85,WRKY,Zm00001eb298580,WRKY85,,Zm00001d018656 GRMZM2G018721 Zm00001eb298580,
790086,ZmWRKY86,WRKY,Zm00001eb359470,WRKY86,pUT4822,Zm00001d011496 Zm00001eb359470 GRMZM2G411766,2
790087,ZmWRKY87,WRKY,Zm00001eb199530,WRKY87,pUT4431,Zm00001d052847 GRMZM2G027972 Zm00001eb199530,2
790088,ZmWRKY88,WRKY,Zm00001eb368860,WRKY88,pUT4064,GRMZM2G029282 Zm00001d012507 Zm00001eb368860,
790089,ZmWRKY89,WRKY,Zm00001eb352050,WRKY89,pUT4606,Zm00001d010616 Zm00001eb352050 GRMZM2G034421,
790090,ZmWRKY90,WRKY,Zm00001eb368850,WRKY90,,Zm00001d012505 GRMZM2G468056 Zm00001eb368850,
790091,ZmWRKY91,WRKY,Zm00001eb406030,WRKY91,pUT6606,GRMZM2G441031 Zm00001d023336 Zm00001eb406030,
790092,ZmWRKY92,WRKY,Zm00001eb350280,WRKY92,pUT6611,GRMZM2G449681 Zm00001d010399 Zm00001eb350280,
790093,ZmWRKY93,WRKY,Zm00001eb118750,WRKY93,,Zm00001d039244 Zm00001eb118750 GRMZM5G832490 Zm00001eb118760 Zm00001d039245 GRMZM5G871347,
790094,ZmWRKY94,WRKY,Zm00001eb178170,WRKY94,pUT6293,Zm00001d050195 Zm00001eb178170 GRMZM2G148561 Zm00001eb178160,2
790095,ZmWRKY95,WRKY,Zm00001eb157490,WRKY95,pUT5403,Zm00001eb157490 Zm00001d043950 GRMZM2G151763,
790096,ZmWRKY96,WRKY,Zm00001eb052670,WRKY96,pUT4976,Zm00001d033471 GRMZM2G149219 Zm00001eb052670,1
790097,ZmWRKY97,WRKY,Zm00001eb178550,WRKY97,pUT5404,Zm00001eb178550 GRMZM2G053507 AC205562.3_FG002 Zm00001d050247,
790098,ZmWRKY98,WRKY,Zm00001eb186280,WRKY98,,Zm00001eb186280 GRMZM2G377217 Zm00001d051328,
790099,ZmWRKY99,WRKY,Zm00001eb129690,WRKY99,,Zm00001d040554 Zm00001eb129690 GRMZM2G327349,1
790100,ZmWRKY100,WRKY,Zm00001eb293420,WRKY100,,GRMZM2G401521 Zm00001d038761 Zm00001eb293420,1
790101,ZmWRKY101,WRKY,Zm00001eb075170,WRKY101,pUT6592,Zm00001d002794 Zm00001eb075170 GRMZM2G123387,1
790102,ZmWRKY102,WRKY,Zm00001eb051120,WRKY102,pUT5428,GRMZM2G070211 Zm00001d033291 Zm00001eb051120 GRMZM2G070061 Zm00001eb051110,1
790103,ZmWRKY103,WRKY,Zm00001eb153330,WRKY103,pUT6591,GRMZM2G141299 Zm00001d043474 Zm00001eb153330,
790104,ZmWRKY104,WRKY,Zm00001eb312890,WRKY104,pUT6474,Zm00001d020495 GRMZM2G169149 Zm00001eb312890,1
790105,ZmWRKY105,WRKY,Zm00001eb086280,WRKY105,pUT5469,Zm00001d004086 Zm00001eb086280 GRMZM2G102583 Zm00001eb086270,
790106,ZmWRKY106,WRKY,Zm00001eb344160,WRKY106,pUT4607,Zm00001eb344160 GRMZM2G063880 Zm00001d009619,2
790107,ZmWRKY107,WRKY,Zm00001eb056780,WRKY107,pUT1804,Zm00001eb056780 GRMZM2G018487 Zm00001d033965,1
790108,ZmWRKY108,WRKY,Zm00001eb112840,WRKY108,pUT6475,Zm00001eb112840 GRMZM2G106560 Zm00001d007329,2
790109,ZmWRKY109,WRKY,Zm00001eb218880,WRKY109,,GRMZM5G880069 GRMZM2G023347 Zm00001d013709 Zm00001d013708 Zm00001eb218880 Zm00001eb218870,
790110,ZmWRKY110,WRKY,Zm00001eb135400,WRKY110,pUT3167,Zm00001d041397 GRMZM2G173680 Zm00001eb135400,2
790111,ZmWRKY111,WRKY,Zm00001eb370960,WRKY111,,GRMZM2G013391 Zm00001d012746 Zm00001eb370960,
790112,ZmWRKY112,WRKY,Zm00001eb430130,WRKY112,,Zm00001d026218 AC208110.2_FG001 Zm00001eb430130,
790113,ZmWRKY113,WRKY,Zm00001eb215190,WRKY113,pUT5444,Zm00001d013307 Zm00001eb215190 GRMZM2G147880,2
790114,ZmWRKY114,WRKY,Zm00001eb275080,WRKY114,pUT6650,Zm00001d036726 AC209050.3_FG003 Zm00001eb275080,
790115,ZmWRKY115,WRKY,Zm00001eb368640,WRKY115,pUT5297,Zm00001d012482 Zm00001eb368640 GRMZM2G036703,
790116,ZmWRKY116,WRKY,Zm00001eb107920,WRKY116,pUT5445,Zm00001eb107920 GRMZM2G130854 Zm00001d006702,2
790117,ZmWRKY117,WRKY,Zm00001eb296020,WRKY117,pUT4820,GRMZM2G453571 Zm00001eb296020 Zm00001d039032,
790118,ZmWRKY118,WRKY,Zm00001eb376400,WRKY118,,Zm00001d045283 Zm00001eb376400 GRMZM2G003551,1
790119,ZmWRKY119,WRKY,Zm00001eb353670,WRKY119,pUT6522,Zm00001d010805 GRMZM2G015433 Zm00001eb353670,2
790120,ZmWRKY120,WRKY,Zm00001eb139800,WRKY120,,AC165171.2_FG002 Zm00001d041958 Zm00001eb139800,
790121,ZmWRKY121,WRKY,,WRKY121,,GRMZM2G061408,
790122,ZmWRKY122,WRKY,Zm00001eb176740,WRKY122,pUT5367,GRMZM2G549512 Zm00001d050023 Zm00001eb176740,
790123,ZmWRKY123,WRKY,Zm00001eb159410,WRKY123,pUT4979,GRMZM2G105140 Zm00001d044171 Zm00001eb159410,
790124,ZmWRKY124,WRKY,Zm00001eb388620,WRKY124,pUT6651,GRMZM2G111711 Zm00001d046805 Zm00001eb388620,1
790125,ZmWRKY125,WRKY,Zm00001eb282830,WRKY125,pUT1759,Zm00001d037607 GRMZM2G163054 Zm00001eb282830 Zm00001eb282840,
790126,ZmWRKY126,WRKY,Zm00001eb135910,ZmNAC108,,Zm00001d041472 GRMZM2G114850 Zm00001eb135910,2
790127,ZmWRKY127,WRKY,Zm00001eb249120,,,Zm00001d017444 Zm00001eb249120 GRMZM2G032130 Zm00001d017443 Zm00001eb249110,
790128,ZmWRKY128,WRKY,Zm00001eb206730,,,Zm00001eb206730 Zm00001d053746,
790129,ZmWRKY129,WRKY,Zm00001eb322330,,,Zm00001eb322330 Zm00001eb322320 Zm00001d021581 GRMZM2G028887 Zm00001d021580,1
790130,ZmWRKY130,WRKY,Zm00001eb148260,,,Zm00001d042904 Zm00001d042903 Zm00001eb148260,
790131,ZmWRKY131,WRKY,Zm00001eb256230,,,Zm00001eb256230 GRMZM5G894568 Zm00001d018203,
790132,ZmWRKY132,WRKY,Zm00001eb419370,,,Zm00001eb419370,
790133,ZmWRKY133,WRKY,Zm00001eb138060,,,Zm00001eb138060 GRMZM2G391892,
790134,ZmWRKY134,WRKY,Zm00001eb441670,,,Zm00001eb441670,
790135,ZmWRKY135,WRKY,Zm00001eb195400,,,Zm00001d052355 Zm00001eb195400,
790136,ZmWRKY136,WRKY,Zm00001eb271190,,,Zm00001d036244 Zm00001eb271190,
790137,ZmWRKY137,WRKY,Zm00001eb367920,,,Zm00001eb367920 Zm00001d012413,
790138,ZmWRKY138,WRKY,Zm00001eb395130,,,Zm00001d047523 Zm00001eb395130,
790139,ZmWRKY139,WRKY,Zm00001eb421820,,,Zm00001eb421820,
790140,ZmWRKY140,WRKY,Zm00001eb163850,,,Zm00001eb163850 Zm00001d044682,
800001,ZmZHD1,ZF-HD,Zm00001eb168120,ZHD1,pUT6191,Zm00001d049000 Zm00001eb168120 GRMZM2G068330,1
800002,ZmZHD2,ZF-HD,Zm00001eb312620,ZHD2,pUT3109,Zm00001eb312620 GRMZM2G161315 Zm00001d020460,1
800003,ZmZHD3,ZF-HD,Zm00001eb038460,ZHD3,,GRMZM2G346920 Zm00001d031840 Zm00001eb038460 Zm00001eb038450,1
800004,ZmZHD4,ZF-HD,Zm00001eb216060,ZHD4,pUT4823,Zm00001eb216060 Zm00001d013409 GRMZM2G425236 Zm00001eb216050,2
800005,ZmZHD5,ZF-HD,Zm00001eb041290,ZHD5,pUT3139,Zm00001d032175 Zm00001eb041290 GRMZM2G438438,1
800006,ZmZHD6,ZF-HD,Zm00001eb296820,ZHD6,pUT3076,Zm00001eb296820 Zm00001eb296810 Zm00001d039116 GRMZM2G114578 GRMZM2G414844 Zm00001eb296830,1
800007,ZmZHD7,ZF-HD,Zm00001eb179960,ZHD7,,Zm00001d050443 Zm00001eb179960 GRMZM2G353734,2
800008,ZmZHD8,ZF-HD,Zm00001eb055340,ZHD8,pUT3679,Zm00001eb055340 Zm00001d033791 Zm00001eb055350 GRMZM2G423423,1
800009,ZmZHD9,ZF-HD,Zm00001eb163680,ZHD9,,GRMZM2G353076 Zm00001eb163680 Zm00001d044662,2
800010,ZmZHD10,ZF-HD,Zm00001eb405490,ZHD10,pUT3680,Zm00001d023285 Zm00001eb405490 GRMZM2G470974 Zm00001eb405500 Zm00001d023286,1
800011,ZmZHD11,ZF-HD,Zm00001eb344600,ZHD11,pUT3146,Zm00001eb344600 Zm00001d009674 Zm00001eb344590 GRMZM2G328438,2
800012,ZmZHD12,ZF-HD,Zm00001eb252180,ZHD12,,Zm00001eb252180 Zm00001d017784 GRMZM2G417229,1
800013,ZmZHD13,ZF-HD,Zm00001eb312610,ZHD13,pUT4729,GRMZM2G071112 Zm00001eb312610 Zm00001d020459,
800014,ZmZHD14,ZF-HD,Zm00001eb405530,ZHD14,pUT3126,GRMZM2G172586 Zm00001eb405530 Zm00001d023289 Zm00001d023288,1
800015,ZmZHD15,ZF-HD,Zm00001eb082590,ZHD15,,GRMZM2G089619 Zm00001eb082590 Zm00001d003645,
800016,ZmZHD16,ZF-HD,Zm00001eb101130,ZHD16,,GRMZM2G389379 Zm00001eb101130 Zm00001d005931,2
800017,ZmZHD17,ZF-HD,Zm00001eb188410,ZHD17,,GRMZM2G069365 Zm00001eb188410 Zm00001d051573,2
800018,ZmZHD18,ZF-HD,Zm00001eb195840,ZHD18,,Zm00001d052396 Zm00001eb195840 GRMZM2G462417 Zm00001eb195830 Zm00001d052395,1
800019,ZmZHD19,ZF-HD,Zm00001eb180020,ZHD19,pUT3984,Zm00001eb180020 Zm00001d050452 GRMZM2G370863,
800020,ZmZHD20,ZF-HD,Zm00001eb099540,ZHD20,pUT3972,Zm00001eb099540 Zm00001d005757 GRMZM2G051955 Zm00001eb099550,2
800021,ZmZHD21,ZF-HD,Zm00001eb138370,ZHD21,pUT3098,Zm00001d041780 GRMZM5G821755 Zm00001eb138370,
800022,ZmZHD22,ZF-HD,Zm00001eb315450,,,Zm00001eb315450 Zm00001d020774,
800023,ZmZHD23,ZF-HD,Zm00001eb440430,,,Zm00001eb440430,
800024,ZmZHD24,ZF-HD,Zm00001eb438880,,,Zm00001eb438880,
800025,ZmZHD25,ZF-HD,Zm00001eb135560,,,Zm00001d041417 Zm00001eb135560,
800026,ZmZHD26,ZF-HD,Zm00001eb041310,,,Zm00001eb041310 Zm00001d032177,
800027,ZmZHD27,ZF-HD,Zm00001eb040850,,,Zm00001eb040850,
810001,ZmZIM1,ZIM,Zm00001eb312170,ZIM1,,Zm00001eb312170 Zm00001d020409 GRMZM2G126507,1
810002,ZmZIM2,ZIM,Zm00001eb215440,ZIM2,,GRMZM2G065896 Zm00001d013331 Zm00001eb215440,2
810003,ZmZIM3,ZIM,Zm00001eb048770,ZIM3,pUT5636,GRMZM2G145458 Zm00001d033049 Zm00001eb048770,
810004,ZmZIM4,ZIM,,ZIM4,,GRMZM2G036351 Zm00001d048263,
810005,ZmZIM5,ZIM,Zm00001eb342610,ZIM5,,GRMZM2G054689 Zm00001d009438 Zm00001eb342610 Zm00001eb342600,
810006,ZmZIM6,ZIM,Zm00001eb401750,ZIM6,,Zm00001eb401750 GRMZM2G036349,
810007,ZmZIM7,ZIM,Zm00001eb220310,ZIM7,pUT6192,Zm00001eb220310 Zm00001d013855 GRMZM2G063632,
810008,ZmZIM8,ZIM,Zm00001eb087540,ZIM8,,GRMZM2G171830 Zm00001d004277 Zm00001eb087540,
810009,ZmZIM9,ZIM,Zm00001eb262840,ZIM9,,AC196795.4_FG009 GRMZM2G338829 Zm00001d035382 Zm00001d035383 Zm00001eb262840,
810010,ZmZIM10,ZIM,Zm00001eb223620,ZIM10,pUT6797,Zm00001d014253 Zm00001eb223620 GRMZM2G173596,
810011,ZmZIM11,ZIM,Zm00001eb168150,ZIM11,,Zm00001eb168150 GRMZM2G122160,
810012,ZmZIM12,ZIM,Zm00001eb109190,ZIM12,pUT1763,Zm00001d006860 Zm00001eb109190 GRMZM2G101769,
810013,ZmZIM13,ZIM,Zm00001eb100130,ZIM13,pUT1805,GRMZM2G005954 Zm00001d005813 Zm00001eb100130,2
810014,ZmZIM14,ZIM,Zm00001eb401760,ZIM14,,GRMZM2G036288 Zm00001d048268 Zm00001eb401760,
810015,ZmZIM15,ZIM,Zm00001eb099240,ZIM15,pUT6162,Zm00001eb099240 Zm00001d005726 GRMZM2G114681,
810016,ZmZIM16,ZIM,Zm00001eb006000,ZIM16,pUT6194,GRMZM2G445634 Zm00001d027901 Zm00001eb006000,
810017,ZmZIM17,ZIM,Zm00001eb164150,ZIM17,,GRMZM2G327263 Zm00001d044708 Zm00001eb164150 Zm00001d044707 Zm00001eb164160 Zm00001d044709,
810018,ZmZIM18,ZIM,Zm00001eb048780,ZIM18,pUT3682,GRMZM2G145412 Zm00001d033050 Zm00001eb048780,
810019,ZmZIM19,ZIM,Zm00001eb061650,ZIM19,,GRMZM2G382794 Zm00001eb061650 Zm00001d034536,
810021,ZmZIM21,ZIM,Zm00001eb048740,ZIM21,pUT5710,Zm00001d033048 Zm00001eb048740 GRMZM2G024680,
